"County FIPS","County Name","Year","Household Type","Age Group","Total Households","Data Type"
"27","Custer County","2044","All Households","Age 65+","1,388","Estimate"
"27","Custer County","2045","All Households","Age 65+","1,400","Estimate"
"27","Custer County","2046","All Households","Age 65+","1,393","Estimate"
"27","Custer County","2047","All Households","Age 65+","1,395","Estimate"
"27","Custer County","2048","All Households","Age 65+","1,406","Estimate"
"27","Custer County","2049","All Households","Age 65+","1,416","Estimate"
"27","Custer County","2050","All Households","Age 65+","1,421","Estimate"
"29","Delta County","2010","All Households","Age 65+","4,066","Estimate"
"29","Delta County","2011","All Households","Age 65+","4,164","Estimate"
"29","Delta County","2012","All Households","Age 65+","4,359","Estimate"
"29","Delta County","2013","All Households","Age 65+","4,544","Estimate"
"29","Delta County","2014","All Households","Age 65+","4,645","Estimate"
"29","Delta County","2015","All Households","Age 65+","4,771","Estimate"
"29","Delta County","2016","All Households","Age 65+","4,938","Estimate"
"29","Delta County","2017","All Households","Age 65+","5,101","Estimate"
"29","Delta County","2018","All Households","Age 65+","5,293","Estimate"
"29","Delta County","2019","All Households","Age 65+","5,473","Estimate"
"29","Delta County","2020","All Households","Age 65+","5,579","Estimate"
"29","Delta County","2021","All Households","Age 65+","5,695","Estimate"
"29","Delta County","2022","All Households","Age 65+","5,873","Estimate"
"29","Delta County","2023","All Households","Age 65+","6,004","Estimate"
"29","Delta County","2024","All Households","Age 65+","6,157","Estimate"
"29","Delta County","2025","All Households","Age 65+","6,439","Estimate"
"29","Delta County","2026","All Households","Age 65+","6,714","Estimate"
"29","Delta County","2027","All Households","Age 65+","6,783","Estimate"
"29","Delta County","2028","All Households","Age 65+","6,906","Estimate"
"29","Delta County","2029","All Households","Age 65+","7,005","Estimate"
"29","Delta County","2030","All Households","Age 65+","7,091","Estimate"
"29","Delta County","2031","All Households","Age 65+","7,160","Estimate"
"29","Delta County","2032","All Households","Age 65+","7,220","Estimate"
"29","Delta County","2033","All Households","Age 65+","7,288","Estimate"
"29","Delta County","2034","All Households","Age 65+","7,339","Estimate"
"29","Delta County","2035","All Households","Age 65+","7,395","Estimate"
"29","Delta County","2036","All Households","Age 65+","7,437","Estimate"
"29","Delta County","2037","All Households","Age 65+","7,446","Estimate"
"29","Delta County","2038","All Households","Age 65+","7,469","Estimate"
"29","Delta County","2039","All Households","Age 65+","7,491","Estimate"
"29","Delta County","2040","All Households","Age 65+","7,483","Estimate"
"29","Delta County","2041","All Households","Age 65+","7,503","Estimate"
"29","Delta County","2042","All Households","Age 65+","7,515","Estimate"
"29","Delta County","2043","All Households","Age 65+","7,538","Estimate"
"29","Delta County","2044","All Households","Age 65+","7,555","Estimate"
"29","Delta County","2045","All Households","Age 65+","7,572","Estimate"
"29","Delta County","2046","All Households","Age 65+","7,606","Estimate"
"29","Delta County","2047","All Households","Age 65+","7,622","Estimate"
"29","Delta County","2048","All Households","Age 65+","7,657","Estimate"
"29","Delta County","2049","All Households","Age 65+","7,684","Estimate"
"29","Delta County","2050","All Households","Age 65+","7,726","Estimate"
"31","Denver County","2010","All Households","Age 65+","43,901","Estimate"
"31","Denver County","2011","All Households","Age 65+","44,773","Estimate"
"31","Denver County","2012","All Households","Age 65+","46,759","Estimate"
"31","Denver County","2013","All Households","Age 65+","48,634","Estimate"
"31","Denver County","2014","All Households","Age 65+","50,544","Estimate"
"31","Denver County","2015","All Households","Age 65+","52,544","Estimate"
"31","Denver County","2016","All Households","Age 65+","54,303","Estimate"
"31","Denver County","2017","All Households","Age 65+","55,896","Estimate"
"31","Denver County","2018","All Households","Age 65+","57,760","Estimate"
"31","Denver County","2019","All Households","Age 65+","59,523","Estimate"
"31","Denver County","2020","All Households","Age 65+","62,016","Estimate"
"31","Denver County","2021","All Households","Age 65+","64,603","Estimate"
"31","Denver County","2022","All Households","Age 65+","66,100","Estimate"
"31","Denver County","2023","All Households","Age 65+","68,084","Estimate"
"31","Denver County","2024","All Households","Age 65+","69,445","Estimate"
"31","Denver County","2025","All Households","Age 65+","71,671","Estimate"
"31","Denver County","2026","All Households","Age 65+","72,855","Estimate"
"31","Denver County","2027","All Households","Age 65+","74,087","Estimate"
"31","Denver County","2028","All Households","Age 65+","75,115","Estimate"
"31","Denver County","2029","All Households","Age 65+","76,181","Estimate"
"31","Denver County","2030","All Households","Age 65+","77,309","Estimate"
"31","Denver County","2031","All Households","Age 65+","78,256","Estimate"
"31","Denver County","2032","All Households","Age 65+","79,047","Estimate"
"31","Denver County","2033","All Households","Age 65+","79,960","Estimate"
"31","Denver County","2034","All Households","Age 65+","81,020","Estimate"
"31","Denver County","2035","All Households","Age 65+","82,340","Estimate"
"31","Denver County","2036","All Households","Age 65+","83,625","Estimate"
"31","Denver County","2037","All Households","Age 65+","84,704","Estimate"
"31","Denver County","2038","All Households","Age 65+","85,586","Estimate"
"31","Denver County","2039","All Households","Age 65+","86,462","Estimate"
"31","Denver County","2040","All Households","Age 65+","87,374","Estimate"
"31","Denver County","2041","All Households","Age 65+","88,445","Estimate"
"31","Denver County","2042","All Households","Age 65+","89,629","Estimate"
"31","Denver County","2043","All Households","Age 65+","90,865","Estimate"
"31","Denver County","2044","All Households","Age 65+","92,180","Estimate"
"31","Denver County","2045","All Households","Age 65+","93,688","Estimate"
"31","Denver County","2046","All Households","Age 65+","95,059","Estimate"
"31","Denver County","2047","All Households","Age 65+","96,375","Estimate"
"31","Denver County","2048","All Households","Age 65+","97,914","Estimate"
"31","Denver County","2049","All Households","Age 65+","99,610","Estimate"
"31","Denver County","2050","All Households","Age 65+","101,404","Estimate"
"33","Dolores County","2010","All Households","Age 65+","201","Estimate"
"33","Dolores County","2011","All Households","Age 65+","303","Estimate"
"33","Dolores County","2012","All Households","Age 65+","320","Estimate"
"33","Dolores County","2013","All Households","Age 65+","332","Estimate"
"33","Dolores County","2014","All Households","Age 65+","341","Estimate"
"33","Dolores County","2015","All Households","Age 65+","359","Estimate"
"33","Dolores County","2016","All Households","Age 65+","375","Estimate"
"33","Dolores County","2017","All Households","Age 65+","380","Estimate"
"33","Dolores County","2018","All Households","Age 65+","380","Estimate"
"33","Dolores County","2019","All Households","Age 65+","390","Estimate"
"33","Dolores County","2020","All Households","Age 65+","357","Estimate"
"33","Dolores County","2021","All Households","Age 65+","354","Estimate"
"33","Dolores County","2022","All Households","Age 65+","348","Estimate"
"33","Dolores County","2023","All Households","Age 65+","344","Estimate"
"33","Dolores County","2024","All Households","Age 65+","357","Estimate"
"33","Dolores County","2025","All Households","Age 65+","346","Estimate"
"33","Dolores County","2026","All Households","Age 65+","325","Estimate"
"33","Dolores County","2027","All Households","Age 65+","327","Estimate"
"33","Dolores County","2028","All Households","Age 65+","317","Estimate"
"33","Dolores County","2029","All Households","Age 65+","311","Estimate"
"33","Dolores County","2030","All Households","Age 65+","306","Estimate"
"33","Dolores County","2031","All Households","Age 65+","301","Estimate"
"33","Dolores County","2032","All Households","Age 65+","300","Estimate"
"33","Dolores County","2033","All Households","Age 65+","297","Estimate"
"33","Dolores County","2034","All Households","Age 65+","293","Estimate"
"33","Dolores County","2035","All Households","Age 65+","292","Estimate"
"33","Dolores County","2036","All Households","Age 65+","288","Estimate"
"33","Dolores County","2037","All Households","Age 65+","281","Estimate"
"33","Dolores County","2038","All Households","Age 65+","279","Estimate"
"33","Dolores County","2039","All Households","Age 65+","281","Estimate"
"33","Dolores County","2040","All Households","Age 65+","279","Estimate"
"33","Dolores County","2041","All Households","Age 65+","275","Estimate"
"33","Dolores County","2042","All Households","Age 65+","277","Estimate"
"33","Dolores County","2043","All Households","Age 65+","277","Estimate"
"33","Dolores County","2044","All Households","Age 65+","277","Estimate"
"33","Dolores County","2045","All Households","Age 65+","280","Estimate"
"33","Dolores County","2046","All Households","Age 65+","283","Estimate"
"33","Dolores County","2047","All Households","Age 65+","286","Estimate"
"33","Dolores County","2048","All Households","Age 65+","289","Estimate"
"33","Dolores County","2049","All Households","Age 65+","293","Estimate"
"33","Dolores County","2050","All Households","Age 65+","296","Estimate"
"35","Douglas County","2010","All Households","Age 65+","12,174","Estimate"
"35","Douglas County","2011","All Households","Age 65+","13,239","Estimate"
"35","Douglas County","2012","All Households","Age 65+","14,753","Estimate"
"35","Douglas County","2013","All Households","Age 65+","16,307","Estimate"
"35","Douglas County","2014","All Households","Age 65+","17,875","Estimate"
"35","Douglas County","2015","All Households","Age 65+","19,354","Estimate"
"35","Douglas County","2016","All Households","Age 65+","20,773","Estimate"
"35","Douglas County","2017","All Households","Age 65+","22,204","Estimate"
"35","Douglas County","2018","All Households","Age 65+","23,774","Estimate"
"35","Douglas County","2019","All Households","Age 65+","25,370","Estimate"
"35","Douglas County","2020","All Households","Age 65+","27,126","Estimate"
"35","Douglas County","2021","All Households","Age 65+","28,845","Estimate"
"35","Douglas County","2022","All Households","Age 65+","30,614","Estimate"
"35","Douglas County","2023","All Households","Age 65+","32,704","Estimate"
"35","Douglas County","2024","All Households","Age 65+","34,492","Estimate"
"35","Douglas County","2025","All Households","Age 65+","36,464","Estimate"
"35","Douglas County","2026","All Households","Age 65+","38,489","Estimate"
"35","Douglas County","2027","All Households","Age 65+","40,434","Estimate"
"35","Douglas County","2028","All Households","Age 65+","42,322","Estimate"
"35","Douglas County","2029","All Households","Age 65+","44,181","Estimate"
"35","Douglas County","2030","All Households","Age 65+","46,029","Estimate"
"35","Douglas County","2031","All Households","Age 65+","47,756","Estimate"
"35","Douglas County","2032","All Households","Age 65+","49,325","Estimate"
"35","Douglas County","2033","All Households","Age 65+","51,028","Estimate"
"35","Douglas County","2034","All Households","Age 65+","52,930","Estimate"
"35","Douglas County","2035","All Households","Age 65+","55,094","Estimate"
"35","Douglas County","2036","All Households","Age 65+","57,196","Estimate"
"35","Douglas County","2037","All Households","Age 65+","58,952","Estimate"
"35","Douglas County","2038","All Households","Age 65+","60,541","Estimate"
"35","Douglas County","2039","All Households","Age 65+","62,016","Estimate"
"35","Douglas County","2040","All Households","Age 65+","63,441","Estimate"
"35","Douglas County","2041","All Households","Age 65+","64,721","Estimate"
"35","Douglas County","2042","All Households","Age 65+","66,073","Estimate"
"35","Douglas County","2043","All Households","Age 65+","67,441","Estimate"
"35","Douglas County","2044","All Households","Age 65+","68,778","Estimate"
"35","Douglas County","2045","All Households","Age 65+","70,177","Estimate"
"35","Douglas County","2046","All Households","Age 65+","71,591","Estimate"
"35","Douglas County","2047","All Households","Age 65+","73,002","Estimate"
"35","Douglas County","2048","All Households","Age 65+","74,286","Estimate"
"35","Douglas County","2049","All Households","Age 65+","75,590","Estimate"
"35","Douglas County","2050","All Households","Age 65+","76,678","Estimate"
"37","Eagle County","2010","All Households","Age 65+","1,857","Estimate"
"37","Eagle County","2011","All Households","Age 65+","2,074","Estimate"
"37","Eagle County","2012","All Households","Age 65+","2,345","Estimate"
"37","Eagle County","2013","All Households","Age 65+","2,534","Estimate"
"37","Eagle County","2014","All Households","Age 65+","2,756","Estimate"
"37","Eagle County","2015","All Households","Age 65+","2,962","Estimate"
"37","Eagle County","2016","All Households","Age 65+","3,160","Estimate"
"37","Eagle County","2017","All Households","Age 65+","3,417","Estimate"
"37","Eagle County","2018","All Households","Age 65+","3,649","Estimate"
"37","Eagle County","2019","All Households","Age 65+","3,902","Estimate"
"37","Eagle County","2020","All Households","Age 65+","4,074","Estimate"
"37","Eagle County","2021","All Households","Age 65+","4,340","Estimate"
"37","Eagle County","2022","All Households","Age 65+","4,407","Estimate"
"37","Eagle County","2023","All Households","Age 65+","4,591","Estimate"
"37","Eagle County","2024","All Households","Age 65+","4,728","Estimate"
"37","Eagle County","2025","All Households","Age 65+","4,827","Estimate"
"37","Eagle County","2026","All Households","Age 65+","4,805","Estimate"
"37","Eagle County","2027","All Households","Age 65+","4,926","Estimate"
"37","Eagle County","2028","All Households","Age 65+","5,014","Estimate"
"37","Eagle County","2029","All Households","Age 65+","5,158","Estimate"
"37","Eagle County","2030","All Households","Age 65+","5,345","Estimate"
"37","Eagle County","2031","All Households","Age 65+","5,469","Estimate"
"37","Eagle County","2032","All Households","Age 65+","5,648","Estimate"
"37","Eagle County","2033","All Households","Age 65+","5,819","Estimate"
"37","Eagle County","2034","All Households","Age 65+","5,966","Estimate"
"37","Eagle County","2035","All Households","Age 65+","6,169","Estimate"
"37","Eagle County","2036","All Households","Age 65+","6,407","Estimate"
"37","Eagle County","2037","All Households","Age 65+","6,615","Estimate"
"37","Eagle County","2038","All Households","Age 65+","6,741","Estimate"
"37","Eagle County","2039","All Households","Age 65+","6,890","Estimate"
"37","Eagle County","2040","All Households","Age 65+","7,066","Estimate"
"37","Eagle County","2041","All Households","Age 65+","7,200","Estimate"
"37","Eagle County","2042","All Households","Age 65+","7,344","Estimate"
"37","Eagle County","2043","All Households","Age 65+","7,518","Estimate"
"37","Eagle County","2044","All Households","Age 65+","7,647","Estimate"
"37","Eagle County","2045","All Households","Age 65+","7,833","Estimate"
"37","Eagle County","2046","All Households","Age 65+","8,054","Estimate"
"37","Eagle County","2047","All Households","Age 65+","8,228","Estimate"
"37","Eagle County","2048","All Households","Age 65+","8,321","Estimate"
"37","Eagle County","2049","All Households","Age 65+","8,396","Estimate"
"37","Eagle County","2050","All Households","Age 65+","8,424","Estimate"
"39","Elbert County","2010","All Households","Age 65+","1,317","Estimate"
"39","Elbert County","2011","All Households","Age 65+","1,399","Estimate"
"39","Elbert County","2012","All Households","Age 65+","1,548","Estimate"
"39","Elbert County","2013","All Households","Age 65+","1,657","Estimate"
"39","Elbert County","2014","All Households","Age 65+","1,782","Estimate"
"39","Elbert County","2015","All Households","Age 65+","1,912","Estimate"
"39","Elbert County","2016","All Households","Age 65+","2,058","Estimate"
"39","Elbert County","2017","All Households","Age 65+","2,200","Estimate"
"39","Elbert County","2018","All Households","Age 65+","2,325","Estimate"
"39","Elbert County","2019","All Households","Age 65+","2,461","Estimate"
"39","Elbert County","2020","All Households","Age 65+","2,597","Estimate"
"39","Elbert County","2021","All Households","Age 65+","2,748","Estimate"
"39","Elbert County","2022","All Households","Age 65+","2,950","Estimate"
"39","Elbert County","2023","All Households","Age 65+","3,106","Estimate"
"39","Elbert County","2024","All Households","Age 65+","3,311","Estimate"
"39","Elbert County","2025","All Households","Age 65+","3,469","Estimate"
"39","Elbert County","2026","All Households","Age 65+","3,639","Estimate"
"39","Elbert County","2027","All Households","Age 65+","3,728","Estimate"
"39","Elbert County","2028","All Households","Age 65+","3,837","Estimate"
"39","Elbert County","2029","All Households","Age 65+","3,921","Estimate"
"39","Elbert County","2030","All Households","Age 65+","3,987","Estimate"
"39","Elbert County","2031","All Households","Age 65+","4,038","Estimate"
"39","Elbert County","2032","All Households","Age 65+","4,078","Estimate"
"39","Elbert County","2033","All Households","Age 65+","4,114","Estimate"
"39","Elbert County","2034","All Households","Age 65+","4,145","Estimate"
"39","Elbert County","2035","All Households","Age 65+","4,171","Estimate"
"39","Elbert County","2036","All Households","Age 65+","4,200","Estimate"
"39","Elbert County","2037","All Households","Age 65+","4,208","Estimate"
"39","Elbert County","2038","All Households","Age 65+","4,206","Estimate"
"39","Elbert County","2039","All Households","Age 65+","4,207","Estimate"
"39","Elbert County","2040","All Households","Age 65+","4,202","Estimate"
"39","Elbert County","2041","All Households","Age 65+","4,193","Estimate"
"39","Elbert County","2042","All Households","Age 65+","4,179","Estimate"
"39","Elbert County","2043","All Households","Age 65+","4,192","Estimate"
"39","Elbert County","2044","All Households","Age 65+","4,201","Estimate"
"39","Elbert County","2045","All Households","Age 65+","4,228","Estimate"
"39","Elbert County","2046","All Households","Age 65+","4,247","Estimate"
"39","Elbert County","2047","All Households","Age 65+","4,294","Estimate"
"39","Elbert County","2048","All Households","Age 65+","4,318","Estimate"
"39","Elbert County","2049","All Households","Age 65+","4,347","Estimate"
"39","Elbert County","2050","All Households","Age 65+","4,374","Estimate"
"41","El Paso County","2010","All Households","Age 65+","40,609","Estimate"
"41","El Paso County","2011","All Households","Age 65+","41,820","Estimate"
"41","El Paso County","2012","All Households","Age 65+","44,489","Estimate"
"41","El Paso County","2013","All Households","Age 65+","46,738","Estimate"
"41","El Paso County","2014","All Households","Age 65+","48,850","Estimate"
"41","El Paso County","2015","All Households","Age 65+","51,302","Estimate"
"41","El Paso County","2016","All Households","Age 65+","53,592","Estimate"
"41","El Paso County","2017","All Households","Age 65+","56,044","Estimate"
"41","El Paso County","2018","All Households","Age 65+","58,750","Estimate"
"41","El Paso County","2019","All Households","Age 65+","61,133","Estimate"
"41","El Paso County","2020","All Households","Age 65+","63,966","Estimate"
"41","El Paso County","2021","All Households","Age 65+","66,652","Estimate"
"41","El Paso County","2022","All Households","Age 65+","69,011","Estimate"
"41","El Paso County","2023","All Households","Age 65+","71,747","Estimate"
"41","El Paso County","2024","All Households","Age 65+","74,306","Estimate"
"41","El Paso County","2025","All Households","Age 65+","77,407","Estimate"
"41","El Paso County","2026","All Households","Age 65+","78,383","Estimate"
"41","El Paso County","2027","All Households","Age 65+","79,376","Estimate"
"41","El Paso County","2028","All Households","Age 65+","80,097","Estimate"
"41","El Paso County","2029","All Households","Age 65+","80,729","Estimate"
"41","El Paso County","2030","All Households","Age 65+","81,245","Estimate"
"41","El Paso County","2031","All Households","Age 65+","81,551","Estimate"
"41","El Paso County","2032","All Households","Age 65+","81,728","Estimate"
"41","El Paso County","2033","All Households","Age 65+","81,983","Estimate"
"41","El Paso County","2034","All Households","Age 65+","82,475","Estimate"
"41","El Paso County","2035","All Households","Age 65+","83,122","Estimate"
"41","El Paso County","2036","All Households","Age 65+","83,912","Estimate"
"41","El Paso County","2037","All Households","Age 65+","84,474","Estimate"
"41","El Paso County","2038","All Households","Age 65+","84,889","Estimate"
"41","El Paso County","2039","All Households","Age 65+","85,231","Estimate"
"41","El Paso County","2040","All Households","Age 65+","85,661","Estimate"
"41","El Paso County","2041","All Households","Age 65+","86,174","Estimate"
"41","El Paso County","2042","All Households","Age 65+","86,818","Estimate"
"41","El Paso County","2043","All Households","Age 65+","87,545","Estimate"
"41","El Paso County","2044","All Households","Age 65+","88,444","Estimate"
"41","El Paso County","2045","All Households","Age 65+","89,682","Estimate"
"41","El Paso County","2046","All Households","Age 65+","91,137","Estimate"
"41","El Paso County","2047","All Households","Age 65+","92,540","Estimate"
"41","El Paso County","2048","All Households","Age 65+","94,267","Estimate"
"41","El Paso County","2049","All Households","Age 65+","96,142","Estimate"
"41","El Paso County","2050","All Households","Age 65+","98,096","Estimate"
"43","Fremont County","2010","All Households","Age 65+","5,311","Estimate"
"43","Fremont County","2011","All Households","Age 65+","5,304","Estimate"
"43","Fremont County","2012","All Households","Age 65+","5,610","Estimate"
"43","Fremont County","2013","All Households","Age 65+","5,878","Estimate"
"43","Fremont County","2014","All Households","Age 65+","6,083","Estimate"
"43","Fremont County","2015","All Households","Age 65+","6,283","Estimate"
"43","Fremont County","2016","All Households","Age 65+","6,424","Estimate"
"43","Fremont County","2017","All Households","Age 65+","6,568","Estimate"
"43","Fremont County","2018","All Households","Age 65+","6,809","Estimate"
"43","Fremont County","2019","All Households","Age 65+","7,075","Estimate"
"43","Fremont County","2020","All Households","Age 65+","7,338","Estimate"
"43","Fremont County","2021","All Households","Age 65+","7,571","Estimate"
"43","Fremont County","2022","All Households","Age 65+","7,820","Estimate"
"43","Fremont County","2023","All Households","Age 65+","8,076","Estimate"
"43","Fremont County","2024","All Households","Age 65+","8,226","Estimate"
"43","Fremont County","2025","All Households","Age 65+","8,533","Estimate"
"43","Fremont County","2026","All Households","Age 65+","8,615","Estimate"
"43","Fremont County","2027","All Households","Age 65+","8,740","Estimate"
"43","Fremont County","2028","All Households","Age 65+","8,832","Estimate"
"43","Fremont County","2029","All Households","Age 65+","8,880","Estimate"
"43","Fremont County","2030","All Households","Age 65+","8,921","Estimate"
"43","Fremont County","2031","All Households","Age 65+","8,926","Estimate"
"43","Fremont County","2032","All Households","Age 65+","8,949","Estimate"
"43","Fremont County","2033","All Households","Age 65+","9,001","Estimate"
"43","Fremont County","2034","All Households","Age 65+","9,004","Estimate"
"43","Fremont County","2035","All Households","Age 65+","9,037","Estimate"
"43","Fremont County","2036","All Households","Age 65+","9,043","Estimate"
"43","Fremont County","2037","All Households","Age 65+","9,041","Estimate"
"43","Fremont County","2038","All Households","Age 65+","9,014","Estimate"
"43","Fremont County","2039","All Households","Age 65+","8,997","Estimate"
"43","Fremont County","2040","All Households","Age 65+","8,973","Estimate"
"43","Fremont County","2041","All Households","Age 65+","8,927","Estimate"
"43","Fremont County","2042","All Households","Age 65+","8,926","Estimate"
"43","Fremont County","2043","All Households","Age 65+","8,907","Estimate"
"43","Fremont County","2044","All Households","Age 65+","8,895","Estimate"
"43","Fremont County","2045","All Households","Age 65+","8,926","Estimate"
"43","Fremont County","2046","All Households","Age 65+","8,983","Estimate"
"43","Fremont County","2047","All Households","Age 65+","9,042","Estimate"
"43","Fremont County","2048","All Households","Age 65+","9,090","Estimate"
"43","Fremont County","2049","All Households","Age 65+","9,124","Estimate"
"43","Fremont County","2050","All Households","Age 65+","9,202","Estimate"
"45","Garfield County","2010","All Households","Age 65+","2,899","Estimate"
"45","Garfield County","2011","All Households","Age 65+","3,130","Estimate"
"45","Garfield County","2012","All Households","Age 65+","3,353","Estimate"
"45","Garfield County","2013","All Households","Age 65+","3,595","Estimate"
"45","Garfield County","2014","All Households","Age 65+","3,819","Estimate"
"45","Garfield County","2015","All Households","Age 65+","4,051","Estimate"
"45","Garfield County","2016","All Households","Age 65+","4,273","Estimate"
"45","Garfield County","2017","All Households","Age 65+","4,551","Estimate"
"45","Garfield County","2018","All Households","Age 65+","4,847","Estimate"
"45","Garfield County","2019","All Households","Age 65+","5,159","Estimate"
"45","Garfield County","2020","All Households","Age 65+","5,442","Estimate"
"45","Garfield County","2021","All Households","Age 65+","5,706","Estimate"
"45","Garfield County","2022","All Households","Age 65+","5,932","Estimate"
"45","Garfield County","2023","All Households","Age 65+","6,174","Estimate"
"45","Garfield County","2024","All Households","Age 65+","6,410","Estimate"
"45","Garfield County","2025","All Households","Age 65+","6,635","Estimate"
"45","Garfield County","2026","All Households","Age 65+","6,849","Estimate"
"45","Garfield County","2027","All Households","Age 65+","7,053","Estimate"
"45","Garfield County","2028","All Households","Age 65+","7,245","Estimate"
"45","Garfield County","2029","All Households","Age 65+","7,391","Estimate"
"45","Garfield County","2030","All Households","Age 65+","7,524","Estimate"
"45","Garfield County","2031","All Households","Age 65+","7,626","Estimate"
"45","Garfield County","2032","All Households","Age 65+","7,741","Estimate"
"45","Garfield County","2033","All Households","Age 65+","7,809","Estimate"
"45","Garfield County","2034","All Households","Age 65+","7,923","Estimate"
"45","Garfield County","2035","All Households","Age 65+","8,051","Estimate"
"45","Garfield County","2036","All Households","Age 65+","8,154","Estimate"
"45","Garfield County","2037","All Households","Age 65+","8,251","Estimate"
"45","Garfield County","2038","All Households","Age 65+","8,293","Estimate"
"45","Garfield County","2039","All Households","Age 65+","8,328","Estimate"
"45","Garfield County","2040","All Households","Age 65+","8,444","Estimate"
"45","Garfield County","2041","All Households","Age 65+","8,569","Estimate"
"45","Garfield County","2042","All Households","Age 65+","8,670","Estimate"
"45","Garfield County","2043","All Households","Age 65+","8,763","Estimate"
"45","Garfield County","2044","All Households","Age 65+","8,868","Estimate"
"45","Garfield County","2045","All Households","Age 65+","9,009","Estimate"
"45","Garfield County","2046","All Households","Age 65+","9,132","Estimate"
"45","Garfield County","2047","All Households","Age 65+","9,268","Estimate"
"45","Garfield County","2048","All Households","Age 65+","9,391","Estimate"
"45","Garfield County","2049","All Households","Age 65+","9,525","Estimate"
"45","Garfield County","2050","All Households","Age 65+","9,679","Estimate"
"47","Gilpin County","2010","All Households","Age 65+","315","Estimate"
"47","Gilpin County","2011","All Households","Age 65+","346","Estimate"
"47","Gilpin County","2012","All Households","Age 65+","395","Estimate"
"47","Gilpin County","2013","All Households","Age 65+","436","Estimate"
"47","Gilpin County","2014","All Households","Age 65+","453","Estimate"
"47","Gilpin County","2015","All Households","Age 65+","489","Estimate"
"47","Gilpin County","2016","All Households","Age 65+","516","Estimate"
"47","Gilpin County","2017","All Households","Age 65+","550","Estimate"
"47","Gilpin County","2018","All Households","Age 65+","608","Estimate"
"47","Gilpin County","2019","All Households","Age 65+","620","Estimate"
"47","Gilpin County","2020","All Households","Age 65+","669","Estimate"
"47","Gilpin County","2021","All Households","Age 65+","715","Estimate"
"47","Gilpin County","2022","All Households","Age 65+","753","Estimate"
"47","Gilpin County","2023","All Households","Age 65+","799","Estimate"
"47","Gilpin County","2024","All Households","Age 65+","827","Estimate"
"47","Gilpin County","2025","All Households","Age 65+","879","Estimate"
"47","Gilpin County","2026","All Households","Age 65+","917","Estimate"
"47","Gilpin County","2027","All Households","Age 65+","921","Estimate"
"47","Gilpin County","2028","All Households","Age 65+","933","Estimate"
"47","Gilpin County","2029","All Households","Age 65+","940","Estimate"
"47","Gilpin County","2030","All Households","Age 65+","944","Estimate"
"47","Gilpin County","2031","All Households","Age 65+","941","Estimate"
"47","Gilpin County","2032","All Households","Age 65+","927","Estimate"
"47","Gilpin County","2033","All Households","Age 65+","919","Estimate"
"47","Gilpin County","2034","All Households","Age 65+","916","Estimate"
"47","Gilpin County","2035","All Households","Age 65+","917","Estimate"
"47","Gilpin County","2036","All Households","Age 65+","913","Estimate"
"47","Gilpin County","2037","All Households","Age 65+","913","Estimate"
"47","Gilpin County","2038","All Households","Age 65+","916","Estimate"
"47","Gilpin County","2039","All Households","Age 65+","912","Estimate"
"47","Gilpin County","2040","All Households","Age 65+","918","Estimate"
"47","Gilpin County","2041","All Households","Age 65+","920","Estimate"
"47","Gilpin County","2042","All Households","Age 65+","923","Estimate"
"47","Gilpin County","2043","All Households","Age 65+","914","Estimate"
"47","Gilpin County","2044","All Households","Age 65+","900","Estimate"
"47","Gilpin County","2045","All Households","Age 65+","906","Estimate"
"47","Gilpin County","2046","All Households","Age 65+","896","Estimate"
"47","Gilpin County","2047","All Households","Age 65+","880","Estimate"
"47","Gilpin County","2048","All Households","Age 65+","876","Estimate"
"47","Gilpin County","2049","All Households","Age 65+","873","Estimate"
"47","Gilpin County","2050","All Households","Age 65+","866","Estimate"
"49","Grand County","2010","All Households","Age 65+","940","Estimate"
"49","Grand County","2011","All Households","Age 65+","1,071","Estimate"
"49","Grand County","2012","All Households","Age 65+","1,195","Estimate"
"49","Grand County","2013","All Households","Age 65+","1,282","Estimate"
"49","Grand County","2014","All Households","Age 65+","1,366","Estimate"
"49","Grand County","2015","All Households","Age 65+","1,452","Estimate"
"49","Grand County","2016","All Households","Age 65+","1,520","Estimate"
"49","Grand County","2017","All Households","Age 65+","1,603","Estimate"
"49","Grand County","2018","All Households","Age 65+","1,698","Estimate"
"49","Grand County","2019","All Households","Age 65+","1,784","Estimate"
"49","Grand County","2020","All Households","Age 65+","1,870","Estimate"
"49","Grand County","2021","All Households","Age 65+","1,920","Estimate"
"49","Grand County","2022","All Households","Age 65+","2,000","Estimate"
"49","Grand County","2023","All Households","Age 65+","2,126","Estimate"
"49","Grand County","2024","All Households","Age 65+","2,210","Estimate"
"49","Grand County","2025","All Households","Age 65+","2,287","Estimate"
"49","Grand County","2026","All Households","Age 65+","2,329","Estimate"
"49","Grand County","2027","All Households","Age 65+","2,353","Estimate"
"49","Grand County","2028","All Households","Age 65+","2,374","Estimate"
"49","Grand County","2029","All Households","Age 65+","2,403","Estimate"
"49","Grand County","2030","All Households","Age 65+","2,414","Estimate"
"49","Grand County","2031","All Households","Age 65+","2,410","Estimate"
"49","Grand County","2032","All Households","Age 65+","2,403","Estimate"
"49","Grand County","2033","All Households","Age 65+","2,374","Estimate"
"49","Grand County","2034","All Households","Age 65+","2,367","Estimate"
"49","Grand County","2035","All Households","Age 65+","2,384","Estimate"
