"County FIPS","County Name","Year","Household Type","Age Group","Total Households","Data Type"
"0","Colorado","2010","All Households","Age 65+","356,158","Estimate"
"0","Colorado","2011","All Households","Age 65+","372,285","Estimate"
"0","Colorado","2012","All Households","Age 65+","394,965","Estimate"
"0","Colorado","2013","All Households","Age 65+","415,553","Estimate"
"0","Colorado","2014","All Households","Age 65+","435,694","Estimate"
"0","Colorado","2015","All Households","Age 65+","455,922","Estimate"
"0","Colorado","2016","All Households","Age 65+","475,534","Estimate"
"0","Colorado","2017","All Households","Age 65+","495,910","Estimate"
"0","Colorado","2018","All Households","Age 65+","517,423","Estimate"
"0","Colorado","2019","All Households","Age 65+","538,849","Estimate"
"0","Colorado","2020","All Households","Age 65+","559,509","Estimate"
"0","Colorado","2021","All Households","Age 65+","581,720","Estimate"
"0","Colorado","2022","All Households","Age 65+","602,825","Estimate"
"0","Colorado","2023","All Households","Age 65+","625,963","Estimate"
"0","Colorado","2024","All Households","Age 65+","647,492","Estimate"
"0","Colorado","2025","All Households","Age 65+","669,596","Estimate"
"0","Colorado","2026","All Households","Age 65+","686,825","Estimate"
"0","Colorado","2027","All Households","Age 65+","703,862","Estimate"
"0","Colorado","2028","All Households","Age 65+","719,807","Estimate"
"0","Colorado","2029","All Households","Age 65+","734,163","Estimate"
"0","Colorado","2030","All Households","Age 65+","747,924","Estimate"
"0","Colorado","2031","All Households","Age 65+","758,612","Estimate"
"0","Colorado","2032","All Households","Age 65+","768,382","Estimate"
"0","Colorado","2033","All Households","Age 65+","778,256","Estimate"
"0","Colorado","2034","All Households","Age 65+","789,562","Estimate"
"0","Colorado","2035","All Households","Age 65+","803,624","Estimate"
"0","Colorado","2036","All Households","Age 65+","816,489","Estimate"
"0","Colorado","2037","All Households","Age 65+","826,869","Estimate"
"0","Colorado","2038","All Households","Age 65+","835,139","Estimate"
"0","Colorado","2039","All Households","Age 65+","842,855","Estimate"
"0","Colorado","2040","All Households","Age 65+","851,875","Estimate"
"0","Colorado","2041","All Households","Age 65+","860,145","Estimate"
"0","Colorado","2042","All Households","Age 65+","869,495","Estimate"
"0","Colorado","2043","All Households","Age 65+","879,112","Estimate"
"0","Colorado","2044","All Households","Age 65+","889,150","Estimate"
"0","Colorado","2045","All Households","Age 65+","902,046","Estimate"
"0","Colorado","2046","All Households","Age 65+","914,914","Estimate"
"0","Colorado","2047","All Households","Age 65+","927,331","Estimate"
"0","Colorado","2048","All Households","Age 65+","940,420","Estimate"
"0","Colorado","2049","All Households","Age 65+","954,138","Estimate"
"0","Colorado","2050","All Households","Age 65+","968,886","Estimate"
"1","Adams County","2010","All Households","Age 65+","23,069","Estimate"
"1","Adams County","2011","All Households","Age 65+","23,911","Estimate"
"1","Adams County","2012","All Households","Age 65+","25,244","Estimate"
"1","Adams County","2013","All Households","Age 65+","26,594","Estimate"
"1","Adams County","2014","All Households","Age 65+","27,898","Estimate"
"1","Adams County","2015","All Households","Age 65+","29,133","Estimate"
"1","Adams County","2016","All Households","Age 65+","30,256","Estimate"
"1","Adams County","2017","All Households","Age 65+","31,481","Estimate"
"1","Adams County","2018","All Households","Age 65+","32,818","Estimate"
"1","Adams County","2019","All Households","Age 65+","34,065","Estimate"
"1","Adams County","2020","All Households","Age 65+","35,398","Estimate"
"1","Adams County","2021","All Households","Age 65+","37,082","Estimate"
"1","Adams County","2022","All Households","Age 65+","38,741","Estimate"
"1","Adams County","2023","All Households","Age 65+","40,428","Estimate"
"1","Adams County","2024","All Households","Age 65+","42,161","Estimate"
"1","Adams County","2025","All Households","Age 65+","44,139","Estimate"
"1","Adams County","2026","All Households","Age 65+","45,682","Estimate"
"1","Adams County","2027","All Households","Age 65+","47,238","Estimate"
"1","Adams County","2028","All Households","Age 65+","48,675","Estimate"
"1","Adams County","2029","All Households","Age 65+","49,910","Estimate"
"1","Adams County","2030","All Households","Age 65+","51,089","Estimate"
"1","Adams County","2031","All Households","Age 65+","52,056","Estimate"
"1","Adams County","2032","All Households","Age 65+","53,035","Estimate"
"1","Adams County","2033","All Households","Age 65+","54,010","Estimate"
"1","Adams County","2034","All Households","Age 65+","55,017","Estimate"
"1","Adams County","2035","All Households","Age 65+","56,262","Estimate"
"1","Adams County","2036","All Households","Age 65+","57,442","Estimate"
"1","Adams County","2037","All Households","Age 65+","58,556","Estimate"
"1","Adams County","2038","All Households","Age 65+","59,484","Estimate"
"1","Adams County","2039","All Households","Age 65+","60,391","Estimate"
"1","Adams County","2040","All Households","Age 65+","61,422","Estimate"
"1","Adams County","2041","All Households","Age 65+","62,551","Estimate"
"1","Adams County","2042","All Households","Age 65+","63,614","Estimate"
"1","Adams County","2043","All Households","Age 65+","64,805","Estimate"
"1","Adams County","2044","All Households","Age 65+","65,954","Estimate"
"1","Adams County","2045","All Households","Age 65+","67,442","Estimate"
"1","Adams County","2046","All Households","Age 65+","68,943","Estimate"
"1","Adams County","2047","All Households","Age 65+","70,316","Estimate"
"1","Adams County","2048","All Households","Age 65+","71,688","Estimate"
"1","Adams County","2049","All Households","Age 65+","73,051","Estimate"
"1","Adams County","2050","All Households","Age 65+","74,462","Estimate"
"3","Alamosa County","2010","All Households","Age 65+","1,207","Estimate"
"3","Alamosa County","2011","All Households","Age 65+","1,227","Estimate"
"3","Alamosa County","2012","All Households","Age 65+","1,287","Estimate"
"3","Alamosa County","2013","All Households","Age 65+","1,332","Estimate"
"3","Alamosa County","2014","All Households","Age 65+","1,384","Estimate"
"3","Alamosa County","2015","All Households","Age 65+","1,419","Estimate"
"3","Alamosa County","2016","All Households","Age 65+","1,475","Estimate"
"3","Alamosa County","2017","All Households","Age 65+","1,529","Estimate"
"3","Alamosa County","2018","All Households","Age 65+","1,593","Estimate"
"3","Alamosa County","2019","All Households","Age 65+","1,658","Estimate"
"3","Alamosa County","2020","All Households","Age 65+","1,742","Estimate"
"3","Alamosa County","2021","All Households","Age 65+","1,770","Estimate"
"3","Alamosa County","2022","All Households","Age 65+","1,815","Estimate"
"3","Alamosa County","2023","All Households","Age 65+","1,868","Estimate"
"3","Alamosa County","2024","All Households","Age 65+","1,951","Estimate"
"3","Alamosa County","2025","All Households","Age 65+","1,960","Estimate"
"3","Alamosa County","2026","All Households","Age 65+","1,998","Estimate"
"3","Alamosa County","2027","All Households","Age 65+","2,035","Estimate"
"3","Alamosa County","2028","All Households","Age 65+","2,074","Estimate"
"3","Alamosa County","2029","All Households","Age 65+","2,095","Estimate"
"3","Alamosa County","2030","All Households","Age 65+","2,107","Estimate"
"3","Alamosa County","2031","All Households","Age 65+","2,126","Estimate"
"3","Alamosa County","2032","All Households","Age 65+","2,116","Estimate"
"3","Alamosa County","2033","All Households","Age 65+","2,116","Estimate"
"3","Alamosa County","2034","All Households","Age 65+","2,114","Estimate"
"3","Alamosa County","2035","All Households","Age 65+","2,088","Estimate"
"3","Alamosa County","2036","All Households","Age 65+","2,072","Estimate"
"3","Alamosa County","2037","All Households","Age 65+","2,080","Estimate"
"3","Alamosa County","2038","All Households","Age 65+","2,053","Estimate"
"3","Alamosa County","2039","All Households","Age 65+","2,041","Estimate"
"3","Alamosa County","2040","All Households","Age 65+","2,057","Estimate"
"3","Alamosa County","2041","All Households","Age 65+","2,043","Estimate"
"3","Alamosa County","2042","All Households","Age 65+","2,024","Estimate"
"3","Alamosa County","2043","All Households","Age 65+","2,028","Estimate"
"3","Alamosa County","2044","All Households","Age 65+","2,041","Estimate"
"3","Alamosa County","2045","All Households","Age 65+","2,044","Estimate"
"3","Alamosa County","2046","All Households","Age 65+","2,043","Estimate"
"3","Alamosa County","2047","All Households","Age 65+","2,093","Estimate"
"3","Alamosa County","2048","All Households","Age 65+","2,096","Estimate"
"3","Alamosa County","2049","All Households","Age 65+","2,103","Estimate"
"3","Alamosa County","2050","All Households","Age 65+","2,135","Estimate"
"5","Arapahoe County","2010","All Households","Age 65+","36,693","Estimate"
"5","Arapahoe County","2011","All Households","Age 65+","38,219","Estimate"
"5","Arapahoe County","2012","All Households","Age 65+","40,759","Estimate"
"5","Arapahoe County","2013","All Households","Age 65+","42,978","Estimate"
"5","Arapahoe County","2014","All Households","Age 65+","45,232","Estimate"
"5","Arapahoe County","2015","All Households","Age 65+","47,402","Estimate"
"5","Arapahoe County","2016","All Households","Age 65+","49,213","Estimate"
"5","Arapahoe County","2017","All Households","Age 65+","50,950","Estimate"
"5","Arapahoe County","2018","All Households","Age 65+","52,711","Estimate"
"5","Arapahoe County","2019","All Households","Age 65+","54,679","Estimate"
"5","Arapahoe County","2020","All Households","Age 65+","56,288","Estimate"
"5","Arapahoe County","2021","All Households","Age 65+","58,023","Estimate"
"5","Arapahoe County","2022","All Households","Age 65+","59,750","Estimate"
"5","Arapahoe County","2023","All Households","Age 65+","61,499","Estimate"
"5","Arapahoe County","2024","All Households","Age 65+","63,219","Estimate"
"5","Arapahoe County","2025","All Households","Age 65+","65,088","Estimate"
"5","Arapahoe County","2026","All Households","Age 65+","66,349","Estimate"
"5","Arapahoe County","2027","All Households","Age 65+","67,810","Estimate"
"5","Arapahoe County","2028","All Households","Age 65+","69,532","Estimate"
"5","Arapahoe County","2029","All Households","Age 65+","71,164","Estimate"
"5","Arapahoe County","2030","All Households","Age 65+","72,655","Estimate"
"5","Arapahoe County","2031","All Households","Age 65+","73,781","Estimate"
"5","Arapahoe County","2032","All Households","Age 65+","74,917","Estimate"
"5","Arapahoe County","2033","All Households","Age 65+","76,143","Estimate"
"5","Arapahoe County","2034","All Households","Age 65+","77,453","Estimate"
"5","Arapahoe County","2035","All Households","Age 65+","79,128","Estimate"
"5","Arapahoe County","2036","All Households","Age 65+","80,685","Estimate"
"5","Arapahoe County","2037","All Households","Age 65+","81,892","Estimate"
"5","Arapahoe County","2038","All Households","Age 65+","83,036","Estimate"
"5","Arapahoe County","2039","All Households","Age 65+","84,028","Estimate"
"5","Arapahoe County","2040","All Households","Age 65+","85,084","Estimate"
"5","Arapahoe County","2041","All Households","Age 65+","86,129","Estimate"
"5","Arapahoe County","2042","All Households","Age 65+","87,284","Estimate"
"5","Arapahoe County","2043","All Households","Age 65+","88,333","Estimate"
"5","Arapahoe County","2044","All Households","Age 65+","89,474","Estimate"
"5","Arapahoe County","2045","All Households","Age 65+","90,859","Estimate"
"5","Arapahoe County","2046","All Households","Age 65+","92,060","Estimate"
"5","Arapahoe County","2047","All Households","Age 65+","93,164","Estimate"
"5","Arapahoe County","2048","All Households","Age 65+","94,543","Estimate"
"5","Arapahoe County","2049","All Households","Age 65+","95,882","Estimate"
"5","Arapahoe County","2050","All Households","Age 65+","97,270","Estimate"
"7","Archuleta County","2010","All Households","Age 65+","1,353","Estimate"
"7","Archuleta County","2011","All Households","Age 65+","1,423","Estimate"
"7","Archuleta County","2012","All Households","Age 65+","1,541","Estimate"
"7","Archuleta County","2013","All Households","Age 65+","1,639","Estimate"
"7","Archuleta County","2014","All Households","Age 65+","1,744","Estimate"
"7","Archuleta County","2015","All Households","Age 65+","1,833","Estimate"
"7","Archuleta County","2016","All Households","Age 65+","1,917","Estimate"
"7","Archuleta County","2017","All Households","Age 65+","2,042","Estimate"
"7","Archuleta County","2018","All Households","Age 65+","2,144","Estimate"
"7","Archuleta County","2019","All Households","Age 65+","2,259","Estimate"
"7","Archuleta County","2020","All Households","Age 65+","2,334","Estimate"
"7","Archuleta County","2021","All Households","Age 65+","2,444","Estimate"
"7","Archuleta County","2022","All Households","Age 65+","2,569","Estimate"
"7","Archuleta County","2023","All Households","Age 65+","2,700","Estimate"
"7","Archuleta County","2024","All Households","Age 65+","2,855","Estimate"
"7","Archuleta County","2025","All Households","Age 65+","2,865","Estimate"
"7","Archuleta County","2026","All Households","Age 65+","2,889","Estimate"
"7","Archuleta County","2027","All Households","Age 65+","2,939","Estimate"
"7","Archuleta County","2028","All Households","Age 65+","2,963","Estimate"
"7","Archuleta County","2029","All Households","Age 65+","3,005","Estimate"
"7","Archuleta County","2030","All Households","Age 65+","3,041","Estimate"
"7","Archuleta County","2031","All Households","Age 65+","3,055","Estimate"
"7","Archuleta County","2032","All Households","Age 65+","3,078","Estimate"
"7","Archuleta County","2033","All Households","Age 65+","3,107","Estimate"
"7","Archuleta County","2034","All Households","Age 65+","3,141","Estimate"
"7","Archuleta County","2035","All Households","Age 65+","3,178","Estimate"
"7","Archuleta County","2036","All Households","Age 65+","3,206","Estimate"
"7","Archuleta County","2037","All Households","Age 65+","3,213","Estimate"
"7","Archuleta County","2038","All Households","Age 65+","3,236","Estimate"
"7","Archuleta County","2039","All Households","Age 65+","3,242","Estimate"
"7","Archuleta County","2040","All Households","Age 65+","3,261","Estimate"
"7","Archuleta County","2041","All Households","Age 65+","3,269","Estimate"
"7","Archuleta County","2042","All Households","Age 65+","3,276","Estimate"
"7","Archuleta County","2043","All Households","Age 65+","3,302","Estimate"
"7","Archuleta County","2044","All Households","Age 65+","3,350","Estimate"
"7","Archuleta County","2045","All Households","Age 65+","3,381","Estimate"
"7","Archuleta County","2046","All Households","Age 65+","3,399","Estimate"
"7","Archuleta County","2047","All Households","Age 65+","3,443","Estimate"
"7","Archuleta County","2048","All Households","Age 65+","3,479","Estimate"
"7","Archuleta County","2049","All Households","Age 65+","3,500","Estimate"
"7","Archuleta County","2050","All Households","Age 65+","3,528","Estimate"
"9","Baca County","2010","All Households","Age 65+","515","Estimate"
"9","Baca County","2011","All Households","Age 65+","597","Estimate"
"9","Baca County","2012","All Households","Age 65+","589","Estimate"
"9","Baca County","2013","All Households","Age 65+","600","Estimate"
"9","Baca County","2014","All Households","Age 65+","597","Estimate"
"9","Baca County","2015","All Households","Age 65+","601","Estimate"
"9","Baca County","2016","All Households","Age 65+","603","Estimate"
"9","Baca County","2017","All Households","Age 65+","596","Estimate"
"9","Baca County","2018","All Households","Age 65+","596","Estimate"
"9","Baca County","2019","All Households","Age 65+","602","Estimate"
"9","Baca County","2020","All Households","Age 65+","581","Estimate"
"9","Baca County","2021","All Households","Age 65+","578","Estimate"
"9","Baca County","2022","All Households","Age 65+","579","Estimate"
"9","Baca County","2023","All Households","Age 65+","586","Estimate"
"9","Baca County","2024","All Households","Age 65+","588","Estimate"
"9","Baca County","2025","All Households","Age 65+","601","Estimate"
"9","Baca County","2026","All Households","Age 65+","602","Estimate"
"9","Baca County","2027","All Households","Age 65+","597","Estimate"
"9","Baca County","2028","All Households","Age 65+","595","Estimate"
"9","Baca County","2029","All Households","Age 65+","596","Estimate"
"9","Baca County","2030","All Households","Age 65+","593","Estimate"
"9","Baca County","2031","All Households","Age 65+","583","Estimate"
"9","Baca County","2032","All Households","Age 65+","586","Estimate"
"9","Baca County","2033","All Households","Age 65+","573","Estimate"
"9","Baca County","2034","All Households","Age 65+","558","Estimate"
"9","Baca County","2035","All Households","Age 65+","552","Estimate"
"9","Baca County","2036","All Households","Age 65+","538","Estimate"
"9","Baca County","2037","All Households","Age 65+","530","Estimate"
"9","Baca County","2038","All Households","Age 65+","520","Estimate"
"9","Baca County","2039","All Households","Age 65+","513","Estimate"
"9","Baca County","2040","All Households","Age 65+","504","Estimate"
"9","Baca County","2041","All Households","Age 65+","497","Estimate"
"9","Baca County","2042","All Households","Age 65+","487","Estimate"
"9","Baca County","2043","All Households","Age 65+","487","Estimate"
"9","Baca County","2044","All Households","Age 65+","489","Estimate"
"9","Baca County","2045","All Households","Age 65+","487","Estimate"
"9","Baca County","2046","All Households","Age 65+","494","Estimate"
"9","Baca County","2047","All Households","Age 65+","498","Estimate"
"9","Baca County","2048","All Households","Age 65+","501","Estimate"
"9","Baca County","2049","All Households","Age 65+","513","Estimate"
"9","Baca County","2050","All Households","Age 65+","520","Estimate"
"11","Bent County","2010","All Households","Age 65+","522","Estimate"
"11","Bent County","2011","All Households","Age 65+","469","Estimate"
"11","Bent County","2012","All Households","Age 65+","524","Estimate"
"11","Bent County","2013","All Households","Age 65+","519","Estimate"
"11","Bent County","2014","All Households","Age 65+","521","Estimate"
"11","Bent County","2015","All Households","Age 65+","533","Estimate"
"11","Bent County","2016","All Households","Age 65+","542","Estimate"
"11","Bent County","2017","All Households","Age 65+","549","Estimate"
"11","Bent County","2018","All Households","Age 65+","562","Estimate"
"11","Bent County","2019","All Households","Age 65+","583","Estimate"
"11","Bent County","2020","All Households","Age 65+","596","Estimate"
"11","Bent County","2021","All Households","Age 65+","577","Estimate"
"11","Bent County","2022","All Households","Age 65+","553","Estimate"
"11","Bent County","2023","All Households","Age 65+","549","Estimate"
"11","Bent County","2024","All Households","Age 65+","548","Estimate"
"11","Bent County","2025","All Households","Age 65+","599","Estimate"
"11","Bent County","2026","All Households","Age 65+","610","Estimate"
"11","Bent County","2027","All Households","Age 65+","615","Estimate"
"11","Bent County","2028","All Households","Age 65+","624","Estimate"
"11","Bent County","2029","All Households","Age 65+","636","Estimate"
"11","Bent County","2030","All Households","Age 65+","640","Estimate"
"11","Bent County","2031","All Households","Age 65+","646","Estimate"
"11","Bent County","2032","All Households","Age 65+","647","Estimate"
"11","Bent County","2033","All Households","Age 65+","644","Estimate"
"11","Bent County","2034","All Households","Age 65+","645","Estimate"
"11","Bent County","2035","All Households","Age 65+","646","Estimate"
"11","Bent County","2036","All Households","Age 65+","660","Estimate"
"11","Bent County","2037","All Households","Age 65+","665","Estimate"
"11","Bent County","2038","All Households","Age 65+","663","Estimate"
"11","Bent County","2039","All Households","Age 65+","670","Estimate"
"11","Bent County","2040","All Households","Age 65+","685","Estimate"
"11","Bent County","2041","All Households","Age 65+","687","Estimate"
"11","Bent County","2042","All Households","Age 65+","690","Estimate"
"11","Bent County","2043","All Households","Age 65+","692","Estimate"
"11","Bent County","2044","All Households","Age 65+","690","Estimate"
"11","Bent County","2045","All Households","Age 65+","700","Estimate"
"11","Bent County","2046","All Households","Age 65+","709","Estimate"
"11","Bent County","2047","All Households","Age 65+","716","Estimate"
"11","Bent County","2048","All Households","Age 65+","727","Estimate"
"11","Bent County","2049","All Households","Age 65+","737","Estimate"
"11","Bent County","2050","All Households","Age 65+","750","Estimate"
"13","Boulder County","2010","All Households","Age 65+","19,148","Estimate"
"13","Boulder County","2011","All Households","Age 65+","20,716","Estimate"
"13","Boulder County","2012","All Households","Age 65+","22,294","Estimate"
"13","Boulder County","2013","All Households","Age 65+","23,728","Estimate"
"13","Boulder County","2014","All Households","Age 65+","25,039","Estimate"
"13","Boulder County","2015","All Households","Age 65+","26,414","Estimate"
"13","Boulder County","2016","All Households","Age 65+","27,735","Estimate"
"13","Boulder County","2017","All Households","Age 65+","29,113","Estimate"
"13","Boulder County","2018","All Households","Age 65+","30,547","Estimate"
"13","Boulder County","2019","All Households","Age 65+","31,882","Estimate"
"13","Boulder County","2020","All Households","Age 65+","32,615","Estimate"
"13","Boulder County","2021","All Households","Age 65+","34,272","Estimate"
"13","Boulder County","2022","All Households","Age 65+","35,241","Estimate"
"13","Boulder County","2023","All Households","Age 65+","36,559","Estimate"
"13","Boulder County","2024","All Households","Age 65+","37,969","Estimate"
"13","Boulder County","2025","All Households","Age 65+","38,121","Estimate"
"13","Boulder County","2026","All Households","Age 65+","39,161","Estimate"
"13","Boulder County","2027","All Households","Age 65+","40,099","Estimate"
"13","Boulder County","2028","All Households","Age 65+","41,012","Estimate"
"13","Boulder County","2029","All Households","Age 65+","41,710","Estimate"
"13","Boulder County","2030","All Households","Age 65+","42,698","Estimate"
"13","Boulder County","2031","All Households","Age 65+","43,405","Estimate"
"13","Boulder County","2032","All Households","Age 65+","44,229","Estimate"
"13","Boulder County","2033","All Households","Age 65+","44,971","Estimate"
"13","Boulder County","2034","All Households","Age 65+","45,763","Estimate"
"13","Boulder County","2035","All Households","Age 65+","46,999","Estimate"
"13","Boulder County","2036","All Households","Age 65+","47,853","Estimate"
"13","Boulder County","2037","All Households","Age 65+","48,639","Estimate"
"13","Boulder County","2038","All Households","Age 65+","49,330","Estimate"
"13","Boulder County","2039","All Households","Age 65+","49,729","Estimate"
"13","Boulder County","2040","All Households","Age 65+","50,579","Estimate"
"13","Boulder County","2041","All Households","Age 65+","51,190","Estimate"
"13","Boulder County","2042","All Households","Age 65+","51,867","Estimate"
"13","Boulder County","2043","All Households","Age 65+","52,482","Estimate"
"13","Boulder County","2044","All Households","Age 65+","52,872","Estimate"
"13","Boulder County","2045","All Households","Age 65+","53,560","Estimate"
"13","Boulder County","2046","All Households","Age 65+","54,062","Estimate"
"13","Boulder County","2047","All Households","Age 65+","54,603","Estimate"
"13","Boulder County","2048","All Households","Age 65+","55,135","Estimate"
"13","Boulder County","2049","All Households","Age 65+","55,446","Estimate"
"13","Boulder County","2050","All Households","Age 65+","56,263","Estimate"
"14","Broomfield County","2010","All Households","Age 65+","3,470","Estimate"
"14","Broomfield County","2011","All Households","Age 65+","3,716","Estimate"
"14","Broomfield County","2012","All Households","Age 65+","4,096","Estimate"
"14","Broomfield County","2013","All Households","Age 65+","4,441","Estimate"
"14","Broomfield County","2014","All Households","Age 65+","4,765","Estimate"
"14","Broomfield County","2015","All Households","Age 65+","5,150","Estimate"
"14","Broomfield County","2016","All Households","Age 65+","5,485","Estimate"
"14","Broomfield County","2017","All Households","Age 65+","5,818","Estimate"
"14","Broomfield County","2018","All Households","Age 65+","6,182","Estimate"
"14","Broomfield County","2019","All Households","Age 65+","6,590","Estimate"
"14","Broomfield County","2020","All Households","Age 65+","6,933","Estimate"
"14","Broomfield County","2021","All Households","Age 65+","7,207","Estimate"
"14","Broomfield County","2022","All Households","Age 65+","7,622","Estimate"
"14","Broomfield County","2023","All Households","Age 65+","7,940","Estimate"
"14","Broomfield County","2024","All Households","Age 65+","8,332","Estimate"
"14","Broomfield County","2025","All Households","Age 65+","8,745","Estimate"
"14","Broomfield County","2026","All Households","Age 65+","8,990","Estimate"
"14","Broomfield County","2027","All Households","Age 65+","9,213","Estimate"
"14","Broomfield County","2028","All Households","Age 65+","9,413","Estimate"
"14","Broomfield County","2029","All Households","Age 65+","9,559","Estimate"
"14","Broomfield County","2030","All Households","Age 65+","9,710","Estimate"
"14","Broomfield County","2031","All Households","Age 65+","9,799","Estimate"
"14","Broomfield County","2032","All Households","Age 65+","9,932","Estimate"
"14","Broomfield County","2033","All Households","Age 65+","10,040","Estimate"
"14","Broomfield County","2034","All Households","Age 65+","10,199","Estimate"
"14","Broomfield County","2035","All Households","Age 65+","10,484","Estimate"
"14","Broomfield County","2036","All Households","Age 65+","10,767","Estimate"
"14","Broomfield County","2037","All Households","Age 65+","11,013","Estimate"
"14","Broomfield County","2038","All Households","Age 65+","11,292","Estimate"
"14","Broomfield County","2039","All Households","Age 65+","11,565","Estimate"
"14","Broomfield County","2040","All Households","Age 65+","11,850","Estimate"
"14","Broomfield County","2041","All Households","Age 65+","12,196","Estimate"
"14","Broomfield County","2042","All Households","Age 65+","12,540","Estimate"
"14","Broomfield County","2043","All Households","Age 65+","12,851","Estimate"
"14","Broomfield County","2044","All Households","Age 65+","13,207","Estimate"
"14","Broomfield County","2045","All Households","Age 65+","13,612","Estimate"
"14","Broomfield County","2046","All Households","Age 65+","13,972","Estimate"
"14","Broomfield County","2047","All Households","Age 65+","14,349","Estimate"
"14","Broomfield County","2048","All Households","Age 65+","14,733","Estimate"
"14","Broomfield County","2049","All Households","Age 65+","15,175","Estimate"
"14","Broomfield County","2050","All Households","Age 65+","15,668","Estimate"
"15","Chaffee County","2010","All Households","Age 65+","2,293","Estimate"
"15","Chaffee County","2011","All Households","Age 65+","2,392","Estimate"
"15","Chaffee County","2012","All Households","Age 65+","2,494","Estimate"
"15","Chaffee County","2013","All Households","Age 65+","2,638","Estimate"
"15","Chaffee County","2014","All Households","Age 65+","2,698","Estimate"
"15","Chaffee County","2015","All Households","Age 65+","2,790","Estimate"
"15","Chaffee County","2016","All Households","Age 65+","2,902","Estimate"
"15","Chaffee County","2017","All Households","Age 65+","3,027","Estimate"
"15","Chaffee County","2018","All Households","Age 65+","3,159","Estimate"
"15","Chaffee County","2019","All Households","Age 65+","3,252","Estimate"
"15","Chaffee County","2020","All Households","Age 65+","3,423","Estimate"
"15","Chaffee County","2021","All Households","Age 65+","3,646","Estimate"
"15","Chaffee County","2022","All Households","Age 65+","3,953","Estimate"
"15","Chaffee County","2023","All Households","Age 65+","4,172","Estimate"
"15","Chaffee County","2024","All Households","Age 65+","4,363","Estimate"
"15","Chaffee County","2025","All Households","Age 65+","4,536","Estimate"
"15","Chaffee County","2026","All Households","Age 65+","4,703","Estimate"
"15","Chaffee County","2027","All Households","Age 65+","4,841","Estimate"
"15","Chaffee County","2028","All Households","Age 65+","4,966","Estimate"
"15","Chaffee County","2029","All Households","Age 65+","5,081","Estimate"
"15","Chaffee County","2030","All Households","Age 65+","5,158","Estimate"
"15","Chaffee County","2031","All Households","Age 65+","5,231","Estimate"
"15","Chaffee County","2032","All Households","Age 65+","5,268","Estimate"
"15","Chaffee County","2033","All Households","Age 65+","5,315","Estimate"
"15","Chaffee County","2034","All Households","Age 65+","5,356","Estimate"
"15","Chaffee County","2035","All Households","Age 65+","5,408","Estimate"
"15","Chaffee County","2036","All Households","Age 65+","5,451","Estimate"
"15","Chaffee County","2037","All Households","Age 65+","5,481","Estimate"
"15","Chaffee County","2038","All Households","Age 65+","5,498","Estimate"
"15","Chaffee County","2039","All Households","Age 65+","5,512","Estimate"
"15","Chaffee County","2040","All Households","Age 65+","5,531","Estimate"
"15","Chaffee County","2041","All Households","Age 65+","5,533","Estimate"
"15","Chaffee County","2042","All Households","Age 65+","5,532","Estimate"
"15","Chaffee County","2043","All Households","Age 65+","5,531","Estimate"
"15","Chaffee County","2044","All Households","Age 65+","5,536","Estimate"
"15","Chaffee County","2045","All Households","Age 65+","5,565","Estimate"
"15","Chaffee County","2046","All Households","Age 65+","5,564","Estimate"
"15","Chaffee County","2047","All Households","Age 65+","5,553","Estimate"
"15","Chaffee County","2048","All Households","Age 65+","5,598","Estimate"
"15","Chaffee County","2049","All Households","Age 65+","5,636","Estimate"
"15","Chaffee County","2050","All Households","Age 65+","5,648","Estimate"
"17","Cheyenne County","2010","All Households","Age 65+","193","Estimate"
"17","Cheyenne County","2011","All Households","Age 65+","213","Estimate"
"17","Cheyenne County","2012","All Households","Age 65+","210","Estimate"
"17","Cheyenne County","2013","All Households","Age 65+","210","Estimate"
"17","Cheyenne County","2014","All Households","Age 65+","220","Estimate"
"17","Cheyenne County","2015","All Households","Age 65+","221","Estimate"
"17","Cheyenne County","2016","All Households","Age 65+","230","Estimate"
"17","Cheyenne County","2017","All Households","Age 65+","236","Estimate"
"17","Cheyenne County","2018","All Households","Age 65+","238","Estimate"
"17","Cheyenne County","2019","All Households","Age 65+","247","Estimate"
"17","Cheyenne County","2020","All Households","Age 65+","250","Estimate"
"17","Cheyenne County","2021","All Households","Age 65+","253","Estimate"
"17","Cheyenne County","2022","All Households","Age 65+","259","Estimate"
"17","Cheyenne County","2023","All Households","Age 65+","258","Estimate"
"17","Cheyenne County","2024","All Households","Age 65+","265","Estimate"
"17","Cheyenne County","2025","All Households","Age 65+","269","Estimate"
"17","Cheyenne County","2026","All Households","Age 65+","270","Estimate"
"17","Cheyenne County","2027","All Households","Age 65+","276","Estimate"
"17","Cheyenne County","2028","All Households","Age 65+","286","Estimate"
"17","Cheyenne County","2029","All Households","Age 65+","288","Estimate"
"17","Cheyenne County","2030","All Households","Age 65+","291","Estimate"
"17","Cheyenne County","2031","All Households","Age 65+","284","Estimate"
"17","Cheyenne County","2032","All Households","Age 65+","280","Estimate"
"17","Cheyenne County","2033","All Households","Age 65+","283","Estimate"
"17","Cheyenne County","2034","All Households","Age 65+","279","Estimate"
"17","Cheyenne County","2035","All Households","Age 65+","278","Estimate"
"17","Cheyenne County","2036","All Households","Age 65+","280","Estimate"
"17","Cheyenne County","2037","All Households","Age 65+","275","Estimate"
